"Año","Código actividad económica","Nombre actividad económica","Código sector económico","Nombre sector económico","Código subsector económico","Nombre subsector económico","Costos y gastos nómina","Aportes seguridad","Aportes a entidades","Efectivo y equivalentes","Inversiones e instrumentos","Cuentas y otros por cobrar","Inventarios","Propiedades","Otros activos","Total patrimonio bruto","Pasivos","Total patrimonio líquido","Ingresos ordinarios","Ingresos financieros","Otros ingresos","Total ingresos brutos","Devoluciones, rebajas","Ingresos no renta","Total ingresos netos","Costos","Gastos administración","Gastos distribución","Gastos financieros","Otros gastos","Total costos y gastos","Renta líquida ordinaria","Pérdida líquida","Compensaciones","Renta líquida","Renta presuntiva","Renta exenta","Rentas gravables","Renta líquida gravable","Ingresos ganancias ocasionales","Costos ganancias ocasionales","Ganancias ocasionales no gravadas","Ganancias ocasionales gravables","Impuesto RLG","Descuentos tributarios","Impuesto neto de renta","Impuesto ganancias ocasionales","Total Impuesto a cargo","Anticipo renta año anterior","Saldo a favor año anterior","Autorretenciones","Otras retenciones","Total retenciones","Anticipo renta siguiente año","Saldo a pagar por impuesto","Sanciones","Total saldo a pagar","Total saldo a favor"
"2021","4542","Mantenimiento y reparación de motocicletas y de sus partes y piezas","6","Comercio al por mayor y al por menor, transporte  y almacenamiento, actividades de alojamiento y de servicio de comidas","7","Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas","3424","391","105","2858","454","16610","7971","6857","535","35926","28519","10487","27938","33","235","28206","1576","0","26629","16333","5297","3137","657","387","25810","2189","1370","3","2186","18","0","5","2192","0","0","0","0","680","13","667","0","667","28","176","106","277","382","53","265","2","267","131"
"2012","321","Acuicultura marítima ","1","Agricultura, ganadería, caza, silvicultura y pesca","1","Agricultura, ganadería, caza, silvicultura y pesca","4031","717","286","638","14726","38594","19109","90804","3181","167053","190407","1082","65563","974","11457","77994","0","0","77994","75798","8219","1162","0","10899","20280","12","18096","0","12","202","0","0","212","150","15","0","135","70","0","70","44","114","3","292","292","64","356","4","4","1","4","537"
"2015","4741","COMERCIO AL POR MENOR DE COMPUTADORES, EQUIPOS PERIFÉRICOS, PROGRAMAS DE INFORMÁTICA Y EQUIPOS DE TELECOMUNICACIONES EN ESTABLECIMIENTOS ESPECIALIZADOS","6","COMERCIO AL POR MAYOR Y AL POR MENOR, TRANSPORTE  Y ALMACENAMIENTO, ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS","7","COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS","518785","55531","18522","335395","521386","1239685","1192123","657731","87444","4033764","2222217","1833882","8100059","65569","141245","8306873","203565","10942","8092368","6085825","481426","916931","42","21040","6106865","409269","30962","6363","409269","40963","2477","0","409679","17697","9481","0","8231","101744","835","100842","823","101665","2780","56270","36078","92403","128481","4311","13732","150","13765","95170"
"2020","910","ACTIVIDADES DE APOYO PARA LA EXTRACCIÓN DE PETRÓLEO Y DE GAS NATURAL","2","MINERÍA","2","EXPLOTACIÓN DE MINAS Y CANTERAS","2263919","317578","88581","962467","424477","4172045","1455533","4441657","921538","12571941","6964819","6118614","8279618","272688","296047","8858680","220258","15633","8622789","6169124","1578221","231040","382891","183811","8545086","511311","387578","43559","467753","32739","4438","31","482164","52670","102988","4543","11051","154276","15597","138842","1106","139948","5368","115254","223019","264489","487508","8536","14576","77","14641","474198"
"2013","4922","Transporte mixto","6","Comercio al por mayor y al por menor, transporte  y almacenamiento, actividades de alojamiento y de servicio de comidas","8","Transporte y almacenamiento","4268","844","239","6574","653","29703","383","31130","4691","73133","33193","39989","67574","104","1644","69322","200","0","69122","36687","16487","3744","64","1190","21484","7208","72","0","7208","394","344","0","6915","0","0","2","0","933","0","933","0","933","136","26","5","666","670","79","303","12","308","116"
"2019","1910","FABRICACIÓN DE PRODUCTOS DE HORNOS DE COQUE ","3","MANUFACTURA","3","INDUSTRIAS MANUFACTURERAS","68266","9632","2178","29881","75571","216466","179863","207822","13440","727009","413323","313686","1200211","53032","5955","1259204","2236","5","1256963","1017236","46011","29044","75010","2548","1169848","88387","1180","0","88387","4755","0","0","88442","831","711","92","29","29114","396","28718","22","28740","15048","735","7995","5315","13309","10601","11677","11","11678","1418"
"2012","3514","Comercialización de energía eléctrica","4","Electricidad, gas, vapor y agua","4","Suministro de electricidad, gas, vapor y aire acondicionado","713837","106838","31073","1627981","667572","5964974","173836","9910661","657065","19002088","10114636","9021411","12768816","239221","169856","13177893","163046","139966","12874881","9606360","1026678","136806","0","338198","1501682","1769976","3149","446223","1323753","12030","0","0","1324105","17638","8304","7600","1757","436815","310","436505","580","437085","155367","10955","90638","11857","102495","202632","389329","0","389329","18429"
"2012","4220","Construcción de proyectos de servicio público","5","Construcción","6","Construcción","133659","26087","9356","103757","23568","434359","198585","168198","75015","1003682","641150","363435","1025544","6074","44136","1075735","8695","391","1066649","800101","143347","26285","53","22260","191936","62497","892","370","62126","7403","6421","0","55933","1162","992","0","170","18071","0","18071","56","18128","481","735","1962","16896","18858","991","3120","86","3164","4032"
"2016","1200","ELABORACIÓN DE PRODUCTOS DE TABACO","3","MANUFACTURA","3","INDUSTRIAS MANUFACTURERAS","311516","11377","4087","27744","0","132844","118731","195299","29028","503647","272216","231433","523025","14766","8792","546583","2","0","546581","227832","84904","174614","1","39629","526980","19709","107","1278","18431","5881","0","0","19227","8620","1044","0","7576","4807","0","4807","758","5564","87","62","11581","34","11615","485","2613","0","2613","7349"
"2014","7729","Alquiler y arrendamiento de otros efectos personales y enseres domésticos n.c.p.","9","Actividades profesionales, científicas, técnicas y de servicios administrativos y de apoyo","14","Actividades de servicios administrativos y de apoyo","6648","697","192","4691","1095","11816","1926","25269","1743","46541","23060","23714","44389","25","736","45149","674","58","44417","18299","15502","4098","4","695","20299","5121","198","0","5121","501","1","0","5195","0","0","0","0","1292","1","1291","0","1291","114","432","0","1360","1361","217","223","20","225","603"
"2021","6513","Reaseguros","8","Actividades financieras, inmobiliarias y de seguros","11","Actividades financieras y de seguros","1168","99","60","1326","0","201","0","43","22","1592","4320","964","691","23","11","725","40","0","685","12","2149","8","10","42","2220","74","1609","0","74","0","0","0","74","0","0","0","0","23","0","23","0","23","1","47","3","33","36","3","1","0","1","59"
"2020","9007","ACTIVIDADES DE ESPECTÁCULOS MUSICALES EN VIVO","11","OTRAS ACTIVIDADES DE SERVICIOS","18","ACTIVIDADES ARTÍSTICAS, DE ENTRETENIMIENTO Y RECREACIÓN","26991","3116","1613","82680","15380","78489","8095","236413","31787","459425","140222","324549","259744","2808","14463","277014","7720","82","269215","60129","85865","14195","4182","94439","258809","13871","9120","75","13796","643","1987","32","12005","1314","1141","0","173","3820","880","2939","17","2956","332","1441","695","2618","3313","362","364","12","369","2124"
"2015","2651","FABRICACIÓN DE EQUIPO DE MEDICIÓN, PRUEBA, NAVEGACIÓN Y CONTROL","3","MANUFACTURA","3","INDUSTRIAS MANUFACTURERAS","14578","1747","448","4176","250","32239","24352","16624","6926","84568","49731","35616","109749","1979","6632","118360","927","916","116671","63163","18926","11363","3","31","63193","13095","189","0","13095","864","0","0","13119","274","121","0","153","3226","0","3226","15","3242","275","628","1067","1831","2899","79","704","1","704","1183"
"2021","2826","Fabricación de maquinaria para la elaboración de productos textiles, prendas de vestir y cueros","3","Manufactura","3","Industrias manufactureras","91","15","3","153","0","69","86","361","0","677","114","563","1075","0","0","1075","34","0","1041","745","182","36","5","0","968","76","3","0","76","0","0","0","76","0","0","0","0","24","1","22","0","22","0","12","4","24","28","1","1","0","1","17"
"2019","2229","FABRICACIÓN DE ARTÍCULOS DE PLÁSTICO N.C.P.","3","MANUFACTURA","3","INDUSTRIAS MANUFACTURERAS","1254517","145114","44629","580400","897262","3505036","1964654","3547119","314456","11007400","6446758","4615613","11410035","130338","174957","11720987","328081","6996","11385910","8428983","851748","879300","438081","34827","10632939","846432","86390","49252","797179","59202","5655","20","800672","48170","39021","2250","7591","241056","38800","202319","799","203118","17010","42979","147040","118923","265962","16490","50534","133","50565","156774"
"2013","4644","Comercio al por mayor de aparatos y equipo de uso doméstico","6","Comercio al por mayor y al por menor, transporte  y almacenamiento, actividades de alojamiento y de servicio de comidas","7","Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas","161801","19162","8068","141522","7256","1399447","567982","74218","35242","2225668","1596110","648964","5473482","51489","89873","5614844","241088","2568","5371188","3859463","419693","640344","111","298488","1358637","163451","12695","3749","159702","17105","40","0","163685","2575","548","1","2045","40785","2","40783","203","40986","3151","2577","140083","13436","153519","1534","2079","48","2093","118771"
"2017","4659","COMERCIO AL POR MAYOR DE OTROS TIPOS DE MAQUINARIA Y EQUIPO N.C.P.","6","COMERCIO AL POR MAYOR Y AL POR MENOR, TRANSPORTE  Y ALMACENAMIENTO, ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS","7","COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS","1301433","160039","53642","980090","379365","4323348","2744514","1573445","661482","10781680","5995669","4928875","12042120","156323","562520","12774663","379870","20595","12374195","7825125","1776699","1280813","631709","91852","11606198","927928","159923","35625","892304","153031","3766","1283","925894","79242","67344","958","13906","311728","1544","310184","1439","344939","20769","115837","166847","184482","351324","32951","99842","199","99896","232182"
"2017","1811","ACTIVIDADES DE IMPRESIÓN","3","MANUFACTURA","3","INDUSTRIAS MANUFACTURERAS","645537","74302","22105","398413","101138","1321747","527360","1122528","69219","3578841","1938791","1710943","4096354","34915","73633","4209776","85591","8687","4115478","2730804","617378","359002","95673","26022","3828879","333075","46606","12408","320667","49146","1061","285","326990","34872","25542","667","9557","108255","1350","106906","989","116821","12112","21224","52741","60541","113281","16429","36726","81","36735","55714"
"2015","2813","FABRICACIÓN DE OTRAS BOMBAS, COMPRESORES, GRIFOS Y VÁLVULAS","3","MANUFACTURA","3","INDUSTRIAS MANUFACTURERAS","39456","5346","1635","65397","17557","101300","75001","48193","3319","310766","157744","153059","307162","809","34188","342159","3991","327","337842","192909","30560","41688","0","128","193037","37441","76","0","37441","4010","54","0","37453","1625","1491","0","139","9234","0","9234","14","9248","3950","629","4925","1321","6246","2285","3556","2","3557","2848"
"2015","4530","COMERCIO DE PARTES, PIEZAS (AUTOPARTES) Y ACCESORIOS (LUJOS) PARA VEHÍCULOS AUTOMOTORES","6","COMERCIO AL POR MAYOR Y AL POR MENOR, TRANSPORTE  Y ALMACENAMIENTO, ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS","7","COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS","563727","64883","18697","437292","181804","2112601","2158748","740916","89286","5720646","3706846","2078800","7913062","48545","396024","8357631","346387","4459","8006785","5535026","674758","871139","86","31344","5566370","342505","69417","8115","342505","52022","1766","1","348879","78245","63780","296","14908","86272","330","85660","1488","87146","18654","21056","49259","60996","110255","21513","22219","138","22292","63461"
"2012","1311","Preparación e hilatura de fibras textiles","3","Manufactura","3","Industrias manufactureras","148022","24118","9793","75775","3740","447245","255662","290058","78435","1150915","710127","533998","1014196","18214","51448","1083859","29358","142","1054358","780296","69165","115609","0","73610","258384","48014","32649","6697","41316","15497","31","0","46212","4653","3563","642","448","13696","0","13696","148","13843","964","2034","14891","8764","23655","862","2463","6","2464","14406"
"2016","8622","ACTIVIDADES DE LA PRÁCTICA ODONTOLÓGICA","10","ACTIVIDADES DE LA ADMINISTRACIÓN PÚBLICA Y DEFENSA, DE ENSEÑANZA, ACTIVIDADES DE ATENCIÓN DE LA SALUD Y DE ASISTENCIA SOCIAL","17","ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL","191339","21594","7005","70896","22598","145031","16423","205664","60850","521462","308909","216796","874140","5030","24794","903964","8579","755","894630","428479","296980","98243","0","32559","856261","47301","9434","3834","43467","4562","937","0","43324","5025","4433","0","592","10366","69","10297","58","10356","2600","3799","113","10580","10693","2593","3463","28","3475","7284"
"2015","162","ACTIVIDADES DE APOYO A LA GANADERÍA","1","AGRICULTURA, GANADERÍA, CAZA, SILVICULTURA Y PESCA","1","AGRICULTURA, GANADERÍA, CAZA, SILVICULTURA Y PESCA","41845","4761","1474","60500","22517","119532","23281","241206","21665","488700","239803","250276","280501","2841","19381","302723","893","2349","299481","176181","56253","24679","4","1900","178081","24832","3383","224","24832","4478","1219","0","24641","13388","6910","2235","4313","6068","4","6049","432","6481","1633","236","979","2740","3718","1622","3344","8","3349","824"
"2013","2591","Forja, prensado, estampado y laminado de metal; pulvimetalurgia","3","Manufactura","3","Industrias manufactureras","20117","3531","863","18390","687","24500","21185","57441","6733","128935","142098","40258","113923","293","1729","115944","3012","73","112859","84896","16173","7160","0","2966","26298","5402","4206","0","5402","1079","57","0","5429","276","2","154","119","1353","0","1353","12","1365","42","721","505","1906","2412","63","128","1","129","1875"
"2017","4731","COMERCIO AL POR MENOR DE COMBUSTIBLE PARA AUTOMOTORES","6","COMERCIO AL POR MAYOR Y AL POR MENOR, TRANSPORTE  Y ALMACENAMIENTO, ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS","7","COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS","456757","59580","16467","415978","272496","1266527","256747","2479069","97565","4874623","2740909","2194377","7333710","42598","169093","7552771","27780","21076","7503870","5716894","790450","620924","153995","36532","7318795","214192","29122","1905","212287","57057","2493","354","216322","82328","45756","1779","35288","71943","206","71745","3565","78835","21243","5086","15514","17877","33392","23487","46050","41","46086","8359"
"2014","1393","Fabricación de tapetes y alfombras para pisos","3","Manufactura","3","Industrias manufactureras","7833","847","275","1317","419","19106","11677","12312","291","45121","24429","20771","42802","82","797","43682","813","24","42844","28821","5924","5176","0","1461","12562","1483","43","0","1483","418","0","0","1490","6650","488","0","6162","373","0","372","616","988","10","281","304","573","877","6","354","2","355","527"
